as: [922, 0.010849484002306398]
where the: [17, 0.24285714285714285]
superficial: [17, 0.00020004471587766677]
attention: [17, 0.00020004471587766677]
characters and: [17, 0.10059171597633136]
stories: [17, 0.00020004471587766677]
mindless: [17, 0.00020004471587766677]
live: [17, 0.00020004471587766677]
fire: [17, 0.00020004471587766677]
at times: [17, 0.05014749262536873]
two hours: [17, 0.21518987341772153]
michael: [17, 0.00020004471587766677]
wonder: [17, 0.00020004471587766677]
missing: [17, 0.00020004471587766677]
obviously: [17, 0.00020004471587766677]
devoid: [16, 0.00018827737964956874]
devoid of: [16, 1.0]
only thing: [16, 0.07804878048780488]
up in: [16, 0.07207207207207207]
surprise: [16, 0.00018827737964956874]
robert: [16, 0.00018827737964956874]
how to: [16, 0.1509433962264151]
bears: [16, 0.00018827737964956874]
expect: [16, 0.00018827737964956874]
hasn't: [16, 0.00018827737964956874]
shallow: [16, 0.00018827737964956874]
sitting: [16, 0.00018827737964956874]
insight: [16, 0.00018827737964956874]
as much: [16, 0.01735357917570499]
rarely: [16, 0.00018827737964956874]
thoroughly: [16, 0.00018827737964956874]
modern: [16, 0.00018827737964956874]
course: [16, 0.00018827737964956874]
easily: [16, 0.00018827737964956874]
que: [16, 0.00018827737964956874]
comedy that: [16, 0.09937888198757763]
about it: [16, 0.043243243243243246]
dialogue and: [16, 0.25]
far more: [16, 0.22535211267605634]
novel: [16, 0.00018827737964956874]
major: [16, 0.00018827737964956874]
much more: [16, 0.06896551724137931]
does not: [16, 0.18823529411764706]
like an: [16, 0.03644646924829157]
otherwise: [16, 0.00018827737964956874]
never quite: [16, 0.10526315789473684]
plot and: [16, 0.13333333333333333]
thrills: [16, 0.00018827737964956874]
across: [16, 0.00018827737964956874]
happens: [16, 0.00018827737964956874]
extremely: [16, 0.00018827737964956874]
adults: [16, 0.00018827737964956874]
ago: [16, 0.00018827737964956874]
role: [16, 0.00018827737964956874]
or the: [16, 0.048484848484848485]
surprisingly: [16, 0.00018827737964956874]
purpose: [16, 0.00018827737964956874]
weak: [16, 0.00018827737964956874]
wasn't: [16, 0.00018827737964956874]
close to: [16, 0.7619047619047619]
person: [16, 0.00018827737964956874]
could be: [16, 0.1391304347826087]
possible: [16, 0.00018827737964956874]
passion: [16, 0.00018827737964956874]
keeps: [16, 0.00018827737964956874]
cute: [16, 0.00018827737964956874]
extreme: [16, 0.00018827737964956874]
lazy: [16, 0.00018827737964956874]
appears: [16, 0.00018827737964956874]
or even: [16, 0.048484848484848485]
even the: [16, 0.07920792079207921]
sentimentality: [16, 0.00018827737964956874]
simplistic: [15, 0.00017651004342147069]
largely: [15, 0.00017651004342147069]
potential: [15, 0.00017651004342147069]
name: [15, 0.00017651004342147069]
out the: [15, 0.06818181818181818]
sound: [15, 0.00017651004342147069]
rest: [15, 0.00017651004342147069]
i've: [15, 0.00017651004342147069]
clichés: [15, 0.00017651004342147069]
hardly: [15, 0.00017651004342147069]
empty: [15, 0.00017651004342147069]
weird: [15, 0.00017651004342147069]
movie about: [15, 0.01978891820580475]
against: [15, 0.00017651004342147069]
tiresome: [15, 0.00017651004342147069]
house: [15, 0.00017651004342147069]
attempt to: [15, 0.46875]
soundtrack: [15, 0.00017651004342147069]
thinking: [15, 0.00017651004342147069]
plenty: [15, 0.00017651004342147069]
but he: [15, 0.017543859649122806]
offensive: [15, 0.00017651004342147069]
doesn't have: [15, 0.09803921568627451]
but there's: [15, 0.017543859649122806]
not enough: [15, 0.034403669724770644]
target: [15, 0.00017651004342147069]
will probably: [15, 0.08571428571428572]
waste of: [15, 0.625]
just too: [15, 0.05172413793103448]
appeal: [15, 0.00017651004342147069]
boy: [15, 0.00017651004342147069]
green: [15, 0.00017651004342147069]
dreary: [15, 0.00017651004342147069]
told: [15, 0.00017651004342147069]
up a: [15, 0.06756756756756757]
crazy: [15, 0.00017651004342147069]
ridiculous: [15, 0.00017651004342147069]
an hour: [15, 0.026455026455026454]
perhaps: [15, 0.00017651004342147069]
been a: [15, 0.08875739644970414]
focus: [15, 0.00017651004342147069]
time to: [15, 0.08287292817679558]
mean: [15, 0.00017651004342147069]
i can't: [15, 0.05263157894736842]
lives: [15, 0.00017651004342147069]
yes: [15, 0.00017651004342147069]
quality: [15, 0.00017651004342147069]
piece of: [15, 0.5769230769230769]
bore: [15, 0.00017651004342147069]
hand: [15, 0.00017651004342147069]
face: [15, 0.00017651004342147069]
question: [15, 0.00017651004342147069]
film with: [15, 0.024077046548956663]
nature: [15, 0.00017651004342147069]
not the: [15, 0.034403669724770644]
stars: [15, 0.00017651004342147069]
too bad: [15, 0.0410958904109589]
change: [15, 0.00017651004342147069]
anyone who: [15, 0.2777777777777778]
for this: [15, 0.019659239842726082]
tension: [15, 0.00017651004342147069]
themselves: [15, 0.00017651004342147069]
add up: [15, 0.625]
murder: [15, 0.00017651004342147069]
painfully: [15, 0.00017651004342147069]
unless: [15, 0.00017651004342147069]
lacks the: [15, 0.375]
ii: [15, 0.00017651004342147069]
proves: [15, 0.00017651004342147069]
depth: [14, 0.00016474270719337263]
visually: [14, 0.00016474270719337263]
emotionally: [14, 0.00016474270719337263]
entirely: [14, 0.00016474270719337263]
numbers: [14, 0.00016474270719337263]
somewhere: [14, 0.00016474270719337263]
seem to: [14, 0.2413793103448276]
involved: [14, 0.00016474270719337263]
editing: [14, 0.00016474270719337263]
impossible to: [14, 0.7]
more of: [14, 0.03365384615384615]
annoying: [14, 0.00016474270719337263]
chemistry: [14, 0.00016474270719337263]
country: [14, 0.00016474270719337263]
effect: [14, 0.00016474270719337263]
they were: [14, 0.11382113821138211]
five: [14, 0.00016474270719337263]
for an: [14, 0.01834862385321101]
intelligent: [14, 0.00016474270719337263]
even a: [14, 0.06930693069306931]
alone: [14, 0.00016474270719337263]
little to: [14, 0.08092485549132948]
reason to: [14, 0.3783783783783784]
has its: [14, 0.04242424242424243]
aren't: [14, 0.00016474270719337263]
it's all: [14, 0.025225225225225224]
fairly: [14, 0.00016474270719337263]
substance: [14, 0.00016474270719337263]
there's not: [14, 0.10218978102189781]
she's: [14, 0.00016474270719337263]
there's nothing: [14, 0.10218978102189781]
comes off: [14, 0.21875]
promise: [14, 0.00016474270719337263]
becomes a: [14, 0.3333333333333333]
intriguing: [14, 0.00016474270719337263]
terrible: [14, 0.00016474270719337263]
job: [14, 0.00016474270719337263]
toward: [14, 0.00016474270719337263]
cinema: [14, 0.00016474270719337263]
eventually: [14, 0.00016474270719337263]
disney: [14, 0.00016474270719337263]
adventure: [14, 0.00016474270719337263]
based: [14, 0.00016474270719337263]
taking: [14, 0.00016474270719337263]
tragedy: [14, 0.00016474270719337263]
save: [14, 0.00016474270719337263]
utterly: [14, 0.00016474270719337263]
meandering: [14, 0.00016474270719337263]
who is: [14, 0.07567567567567568]
hold: [14, 0.00016474270719337263]
historical: [14, 0.00016474270719337263]
all too: [14, 0.03977272727272727]
repetitive: [14, 0.00016474270719337263]
promising: [14, 0.00016474270719337263]
level of: [14, 0.5]
night: [14, 0.00016474270719337263]
think of: [14, 0.27450980392156865]
begins: [14, 0.00016474270719337263]
difficult to: [14, 0.5833333333333334]
monster: [14, 0.00016474270719337263]
pace: [14, 0.00016474270719337263]
when you: [14, 0.09032258064516129]
forgettable: [14, 0.00016474270719337263]
david: [14, 0.00016474270719337263]
sum: [14, 0.00016474270719337263]
sum of: [14, 1.0]
depressing: [14, 0.00016474270719337263]
makes the: [14, 0.12962962962962962]
smart: [14, 0.00016474270719337263]
fans of: [14, 0.3783783783783784]
irritating: [14, 0.00016474270719337263]
other than: [14, 0.14893617021276595]
apparently: [14, 0.00016474270719337263]
simple: [14, 0.00016474270719337263]
nowhere: [14, 0.00016474270719337263]
there's something: [14, 0.10218978102189781]
images: [14, 0.00016474270719337263]
crush: [14, 0.00016474270719337263]
recommend: [14, 0.00016474270719337263]
holes: [14, 0.00016474270719337263]
i can: [14, 0.04912280701754386]
but its: [14, 0.016374269005847954]
central: [14, 0.00016474270719337263]
period: [14, 0.00016474270719337263]
cool: [14, 0.00016474270719337263]
film has: [14, 0.02247191011235955]
essentially: [14, 0.00016474270719337263]
not much: [14, 0.03211009174311927]
gross-out: [14, 0.00016474270719337263]
lines: [14, 0.00016474270719337263]
let: [14, 0.00016474270719337263]
movie with: [14, 0.018469656992084433]
equivalent: [14, 0.00016474270719337263]
equivalent of: [14, 1.0]
if this: [14, 0.05128205128205128]
boys: [13, 0.0001529753709652746]
situation: [13, 0.0001529753709652746]
story and: [13, 0.05909090909090909]
sentimental: [13, 0.0001529753709652746]
room: [13, 0.0001529753709652746]
master: [13, 0.0001529753709652746]
said: [13, 0.0001529753709652746]
product: [13, 0.0001529753709652746]
exciting: [13, 0.0001529753709652746]
party: [13, 0.0001529753709652746]
down the: [13, 0.1566265060240964]
excuse: [13, 0.0001529753709652746]
please: [13, 0.0001529753709652746]
sincere: [13, 0.0001529753709652746]
match: [13, 0.0001529753709652746]
wanted: [13, 0.0001529753709652746]
cut: [13, 0.0001529753709652746]
had a: [13, 0.19696969696969696]
film about: [13, 0.02086677367576244]
charming: [13, 0.0001529753709652746]
all that: [13, 0.036931818181818184]
goofy: [13, 0.0001529753709652746]
make the: [13, 0.10236220472440945]
trouble: [13, 0.0001529753709652746]
plodding: [13, 0.0001529753709652746]
adam: [13, 0.0001529753709652746]
personal: [13, 0.0001529753709652746]
clumsy: [13, 0.0001529753709652746]
pay: [13, 0.0001529753709652746]
see it: [13, 0.15853658536585366]
2002: [13, 0.0001529753709652746]
intentions: [13, 0.0001529753709652746]
franchise: [13, 0.0001529753709652746]
deserves: [13, 0.0001529753709652746]
amount: [13, 0.0001529753709652746]
its characters: [13, 0.020440251572327043]
doubt: [13, 0.0001529753709652746]
those who: [13, 0.18055555555555555]
stunts: [13, 0.0001529753709652746]
harvard: [13, 0.0001529753709652746]
kevin: [13, 0.0001529753709652746]
affair: [13, 0.0001529753709652746]
attempt at: [13, 0.40625]
murphy: [13, 0.0001529753709652746]
opportunity: [13, 0.0001529753709652746]
indeed: [13, 0.0001529753709652746]
disaster: [13, 0.0001529753709652746]
water: [13, 0.0001529753709652746]
here but: [13, 0.16049382716049382]
satisfying: [13, 0.0001529753709652746]
watching a: [13, 0.19402985074626866]
imagination: [13, 0.0001529753709652746]
setting: [13, 0.0001529753709652746]
weight: [13, 0.0001529753709652746]
friday: [13, 0.0001529753709652746]
gay: [13, 0.0001529753709652746]
movie and: [13, 0.017150395778364115]
who are: [13, 0.07027027027027027]
designed: [13, 0.0001529753709652746]
miss: [13, 0.0001529753709652746]
ways: [13, 0.0001529753709652746]
far too: [13, 0.18309859154929578]
pleasure: [13, 0.0001529753709652746]
because it: [13, 0.20967741935483872]
pop: [13, 0.0001529753709652746]
tom: [13, 0.0001529753709652746]
hope: [13, 0.0001529753709652746]
chan: [13, 0.0001529753709652746]
parents: [13, 0.0001529753709652746]
with his: [13, 0.019202363367799114]
cannot: [13, 0.0001529753709652746]
thinks: [13, 0.0001529753709652746]
moments of: [13, 0.25]
episode of: [13, 0.6842105263157895]
manipulative: [13, 0.0001529753709652746]
particular: [13, 0.0001529753709652746]
what the: [13, 0.06914893617021277]
dry: [13, 0.0001529753709652746]
no matter: [13, 0.04868913857677903]
bits: [13, 0.0001529753709652746]
we have: [13, 0.11926605504587157]
uses: [13, 0.0001529753709652746]
pinocchio: [13, 0.0001529753709652746]
i was: [13, 0.0456140350877193]
called: [13, 0.0001529753709652746]
slapstick: [13, 0.0001529753709652746]
up the: [13, 0.05855855855855856]
melodramatic: [13, 0.0001529753709652746]
spirit: [13, 0.0001529753709652746]
never really: [13, 0.08552631578947369]
possibly: [12, 0.00014120803473717655]
frustrating: [12, 0.00014120803473717655]
hit: [12, 0.00014120803473717655]
isn't a: [12, 0.10344827586206896]
amateurish: [12, 0.00014120803473717655]
result is: [12, 0.5454545454545454]
bad movie: [12, 0.05825242718446602]
pass: [12, 0.00014120803473717655]
seagal: [12, 0.00014120803473717655]
stand: [12, 0.00014120803473717655]
odd: [12, 0.00014120803473717655]
others: [12, 0.00014120803473717655]
will find: [12, 0.06857142857142857]
banal: [12, 0.00014120803473717655]
woman: [12, 0.00014120803473717655]
shots: [12, 0.00014120803473717655]
failure: [12, 0.00014120803473717655]
deserve: [12, 0.00014120803473717655]
with this: [12, 0.01772525849335303]
different: [12, 0.00014120803473717655]
view: [12, 0.00014120803473717655]
we're: [12, 0.00014120803473717655]
ambitious: [12, 0.00014120803473717655]
plot is: [12, 0.1]
acted: [12, 0.00014120803473717655]
movie has: [12, 0.0158311345646438]
o: [12, 0.00014120803473717655]
derivative: [12, 0.00014120803473717655]
class: [12, 0.00014120803473717655]
wasted: [12, 0.00014120803473717655]
york: [12, 0.00014120803473717655]
new york: [12, 0.125]
wouldn't: [12, 0.00014120803473717655]
chase: [12, 0.00014120803473717655]
lousy: [12, 0.00014120803473717655]
between the: [12, 0.17391304347826086]
george: [12, 0.00014120803473717655]
each other: [12, 0.5217391304347826]
memorable: [12, 0.00014120803473717655]
2: [12, 0.00014120803473717655]
hell: [12, 0.00014120803473717655]
matter how: [12, 0.3076923076923077]
cliché: [12, 0.00014120803473717655]
leads: [12, 0.00014120803473717655]
involving: [12, 0.00014120803473717655]
impact: [12, 0.00014120803473717655]
machine: [12, 0.00014120803473717655]
much to: [12, 0.05172413793103448]
sappy: [12, 0.00014120803473717655]
we've: [12, 0.00014120803473717655]
just plain: [12, 0.041379310344827586]
understand: [12, 0.00014120803473717655]
plotting: [12, 0.00014120803473717655]
french: [12, 0.00014120803473717655]
turned: [12, 0.00014120803473717655]
hackneyed: [12, 0.00014120803473717655]
free: [12, 0.00014120803473717655]
consider: [12, 0.00014120803473717655]
remember: [12, 0.00014120803473717655]
[a]: [12, 0.00014120803473717655]
self-indulgent: [12, 0.00014120803473717655]
yourself: [12, 0.00014120803473717655]
big screen: [12, 0.1518987341772152]
movie of: [12, 0.0158311345646438]
one is: [12, 0.0332409972299169]
unpleasant: [12, 0.00014120803473717655]
damned: [12, 0.00014120803473717655]
for it: [12, 0.015727391874180863]
business: [12, 0.00014120803473717655]
mistake: [12, 0.00014120803473717655]
lifeless: [12, 0.00014120803473717655]
fit: [12, 0.00014120803473717655]
i don't: [12, 0.042105263157894736]
used: [12, 0.00014120803473717655]
whatever: [12, 0.00014120803473717655]
uninspired: [12, 0.00014120803473717655]
air: [12, 0.00014120803473717655]
be an: [12, 0.023076923076923078]
maudlin: [12, 0.00014120803473717655]
bizarre: [12, 0.00014120803473717655]
flicks: [12, 0.00014120803473717655]
ghost: [12, 0.00014120803473717655]
genuine: [12, 0.00014120803473717655]
or a: [12, 0.03636363636363636]
horrible: [12, 0.00014120803473717655]
subject matter: [12, 0.32432432432432434]
hate: [12, 0.00014120803473717655]
couldn't: [12, 0.00014120803473717655]
success: [12, 0.00014120803473717655]
films that: [12, 0.17142857142857143]
takes a: [12, 0.24]
adaptation: [12, 0.00014120803473717655]
bring: [12, 0.00014120803473717655]
funnier: [12, 0.00014120803473717655]
figure: [12, 0.00014120803473717655]
retread: [12, 0.00014120803473717655]
need to: [12, 0.2926829268292683]
awkward: [12, 0.00014120803473717655]
overwrought: [12, 0.00014120803473717655]
action movie: [12, 0.11320754716981132]
but is: [12, 0.014035087719298246]
10: [12, 0.00014120803473717655]
clearly: [12, 0.00014120803473717655]
case of: [12, 0.5217391304347826]
talented: [12, 0.00014120803473717655]
nonsense: [12, 0.00014120803473717655]
for that: [12, 0.015727391874180863]
they are: [12, 0.0975609756097561]
truth: [12, 0.00014120803473717655]
efforts: [12, 0.00014120803473717655]
screenwriter: [12, 0.00014120803473717655]
conventional: [12, 0.00014120803473717655]
i'd: [11, 0.0001294406985090785]
attempts to: [11, 0.5789473684210527]
collection: [11, 0.0001294406985090785]
have made: [11, 0.03021978021978022]
not even: [11, 0.02522935779816514]
year's: [11, 0.0001294406985090785]
not very: [11, 0.02522935779816514]
farce: [11, 0.0001294406985090785]
typical: [11, 0.0001294406985090785]
sloppy: [11, 0.0001294406985090785]
previous: [11, 0.0001294406985090785]
incoherent: [11, 0.0001294406985090785]
report: [11, 0.0001294406985090785]
trifle: [11, 0.0001294406985090785]
watching this: [11, 0.16417910447761194]
just doesn't: [11, 0.03793103448275862]
frank: [11, 0.0001294406985090785]
brain: [11, 0.0001294406985090785]
crowd: [11, 0.0001294406985090785]
