with: [883, 0.010551598871946847]
period: [17, 0.00020314516514506956]
moments of: [17, 0.2786885245901639]
production: [17, 0.00020314516514506956]
mesmerizing: [17, 0.00020314516514506956]
warmth: [17, 0.00020314516514506956]
as you: [17, 0.019340159271899887]
thought-provoking: [17, 0.00020314516514506956]
elements: [17, 0.00020314516514506956]
line: [17, 0.00020314516514506956]
not to: [17, 0.04632152588555858]
change: [17, 0.00020314516514506956]
taking: [17, 0.00020314516514506956]
depth: [17, 0.00020314516514506956]
performances from: [17, 0.12318840579710146]
wild: [17, 0.00020314516514506956]
sort: [17, 0.00020314516514506956]
cultural: [17, 0.00020314516514506956]
meditation: [17, 0.00020314516514506956]
creepy: [17, 0.00020314516514506956]
good time: [17, 0.08585858585858586]
performances and: [17, 0.12318840579710146]
expect: [17, 0.00020314516514506956]
you won't: [17, 0.03441295546558704]
upon: [17, 0.00020314516514506956]
use: [17, 0.00020314516514506956]
by its: [17, 0.04473684210526316]
delicate: [17, 0.00020314516514506956]
when it: [17, 0.1588785046728972]
as if: [17, 0.019340159271899887]
watchable: [17, 0.00020314516514506956]
themes: [17, 0.00020314516514506956]
adults: [17, 0.00020314516514506956]
beyond: [17, 0.00020314516514506956]
over the: [17, 0.29310344827586204]
i've: [17, 0.00020314516514506956]
puts: [17, 0.00020314516514506956]
touch: [17, 0.00020314516514506956]
succeeds: [17, 0.00020314516514506956]
words: [16, 0.00019119544954830075]
road: [16, 0.00019119544954830075]
surprises: [16, 0.00019119544954830075]
act: [16, 0.00019119544954830075]
days: [16, 0.00019119544954830075]
attention: [16, 0.00019119544954830075]
mark: [16, 0.00019119544954830075]
else: [16, 0.00019119544954830075]
america: [16, 0.00019119544954830075]
from its: [16, 0.045845272206303724]
deftly: [16, 0.00019119544954830075]
next: [16, 0.00019119544954830075]
but a: [16, 0.020460358056265986]
exciting: [16, 0.00019119544954830075]
grief: [16, 0.00019119544954830075]
filled with: [16, 0.9411764705882353]
unlike: [16, 0.00019119544954830075]
deal: [16, 0.00019119544954830075]
minor: [16, 0.00019119544954830075]
humanity: [16, 0.00019119544954830075]
formula: [16, 0.00019119544954830075]
plenty: [16, 0.00019119544954830075]
performances by: [16, 0.11594202898550725]
comedy with: [16, 0.08333333333333333]
john: [16, 0.00019119544954830075]
best of: [16, 0.0963855421686747]
take on: [16, 0.2318840579710145]
lead: [16, 0.00019119544954830075]
difficult: [16, 0.00019119544954830075]
wedding: [16, 0.00019119544954830075]
man's: [16, 0.00019119544954830075]
grace: [16, 0.00019119544954830075]
i have: [16, 0.08839779005524862]
with some: [16, 0.01812004530011325]
meditation on: [16, 0.9411764705882353]
sexy: [16, 0.00019119544954830075]
places: [16, 0.00019119544954830075]
interest: [16, 0.00019119544954830075]
stunning: [16, 0.00019119544954830075]
talent: [16, 0.00019119544954830075]
guys: [16, 0.00019119544954830075]
at once: [16, 0.04371584699453552]
era: [16, 0.00019119544954830075]
old-fashioned: [16, 0.00019119544954830075]
quietly: [16, 0.00019119544954830075]
extraordinary: [16, 0.00019119544954830075]
lost: [16, 0.00019119544954830075]
love and: [16, 0.10738255033557047]
story about: [16, 0.0625]
approach: [16, 0.00019119544954830075]
film and: [16, 0.019464720194647202]
city: [16, 0.00019119544954830075]
each other: [16, 0.48484848484848486]
popcorn: [16, 0.00019119544954830075]
premise: [16, 0.00019119544954830075]
crafted: [16, 0.00019119544954830075]
stylish: [16, 0.00019119544954830075]
overall: [16, 0.00019119544954830075]
make a: [15, 0.09933774834437085]
utterly: [15, 0.00017924573395153195]
out the: [15, 0.08426966292134831]
pace: [15, 0.00017924573395153195]
far more: [15, 0.23076923076923078]
means: [15, 0.00017924573395153195]
bond: [15, 0.00017924573395153195]
are so: [15, 0.04310344827586207]
exhilarating: [15, 0.00017924573395153195]
an engaging: [15, 0.01989389920424403]
finds: [15, 0.00017924573395153195]
hits: [15, 0.00017924573395153195]
intense: [15, 0.00017924573395153195]
actress: [15, 0.00017924573395153195]
obvious: [15, 0.00017924573395153195]
rather than: [15, 0.3409090909090909]
ability to: [15, 0.7894736842105263]
but i: [15, 0.01918158567774936]
sophisticated: [15, 0.00017924573395153195]
crime: [15, 0.00017924573395153195]
ultimate: [15, 0.00017924573395153195]
impact: [15, 0.00017924573395153195]
between the: [15, 0.19480519480519481]
originality: [15, 0.00017924573395153195]
giving: [15, 0.00017924573395153195]
deserves: [15, 0.00017924573395153195]
–: [15, 0.00017924573395153195]
very funny: [15, 0.1111111111111111]
insightful: [15, 0.00017924573395153195]
even the: [15, 0.08333333333333333]
hero: [15, 0.00017924573395153195]
remarkably: [15, 0.00017924573395153195]
you to: [15, 0.030364372469635626]
call: [15, 0.00017924573395153195]
several: [15, 0.00017924573395153195]
performances are: [15, 0.10869565217391304]
side: [15, 0.00017924573395153195]
twists: [15, 0.00017924573395153195]
project: [15, 0.00017924573395153195]
spielberg: [15, 0.00017924573395153195]
sort of: [15, 0.8823529411764706]
getting: [15, 0.00017924573395153195]
writing: [15, 0.00017924573395153195]
character study: [15, 0.22058823529411764]
ages: [15, 0.00017924573395153195]
historical: [15, 0.00017924573395153195]
needs: [15, 0.00017924573395153195]
successful: [15, 0.00017924573395153195]
there's no: [15, 0.20833333333333334]
having: [15, 0.00017924573395153195]
silly: [15, 0.00017924573395153195]
during: [15, 0.00017924573395153195]
used: [15, 0.00017924573395153195]
all its: [15, 0.05190311418685121]
chilling: [15, 0.00017924573395153195]
blend: [15, 0.00017924573395153195]
fan: [15, 0.00017924573395153195]
all of: [15, 0.05190311418685121]
jackson: [15, 0.00017924573395153195]
tragic: [15, 0.00017924573395153195]
did: [15, 0.00017924573395153195]
questions: [15, 0.00017924573395153195]
satire: [15, 0.00017924573395153195]
share: [15, 0.00017924573395153195]
fact: [15, 0.00017924573395153195]
wonderfully: [15, 0.00017924573395153195]
what is: [15, 0.06666666666666667]
dream: [15, 0.00017924573395153195]
loss: [15, 0.00017924573395153195]
out to: [15, 0.08426966292134831]
cast is: [15, 0.16666666666666666]
convincing: [15, 0.00017924573395153195]
edge: [15, 0.00017924573395153195]
than it: [15, 0.05319148936170213]
red: [15, 0.00017924573395153195]
ever made: [14, 0.17073170731707318]
pulls: [14, 0.00016729601835476315]
slice: [14, 0.00016729601835476315]
offers a: [14, 0.28]
slice of: [14, 1.0]
four: [14, 0.00016729601835476315]
fare: [14, 0.00016729601835476315]
it's also: [14, 0.024822695035460994]
treasure: [14, 0.00016729601835476315]
there's a: [14, 0.19444444444444445]
title: [14, 0.00016729601835476315]
sound: [14, 0.00016729601835476315]
glimpse: [14, 0.00016729601835476315]
movie about: [14, 0.027450980392156862]
tender: [14, 0.00016729601835476315]
open: [14, 0.00016729601835476315]
behind: [14, 0.00016729601835476315]
surprise: [14, 0.00016729601835476315]
alive: [14, 0.00016729601835476315]
mystery: [14, 0.00016729601835476315]
you can't: [14, 0.02834008097165992]
imaginative: [14, 0.00016729601835476315]
life in: [14, 0.09722222222222222]
create: [14, 0.00016729601835476315]
unusual: [14, 0.00016729601835476315]
previous: [14, 0.00016729601835476315]
2: [14, 0.00016729601835476315]
people who: [14, 0.1590909090909091]
tell: [14, 0.00016729601835476315]
manner: [14, 0.00016729601835476315]
talented: [14, 0.00016729601835476315]
delight: [14, 0.00016729601835476315]
special effects: [14, 0.4]
are the: [14, 0.040229885057471264]
far from: [14, 0.2153846153846154]
lively: [14, 0.00016729601835476315]
decades: [14, 0.00016729601835476315]
slight: [14, 0.00016729601835476315]
conflict: [14, 0.00016729601835476315]
with his: [14, 0.015855039637599093]
striking: [14, 0.00016729601835476315]
its best: [14, 0.020028612303290415]
which is: [14, 0.1346153846153846]
slightly: [14, 0.00016729601835476315]
strength: [14, 0.00016729601835476315]
apart: [14, 0.00016729601835476315]
detail: [14, 0.00016729601835476315]
absolutely: [14, 0.00016729601835476315]
energetic: [14, 0.00016729601835476315]
didn't: [14, 0.00016729601835476315]
movie and: [14, 0.027450980392156862]
based: [14, 0.00016729601835476315]
couple: [14, 0.00016729601835476315]
within: [14, 0.00016729601835476315]
nicely: [14, 0.00016729601835476315]
heartfelt: [14, 0.00016729601835476315]
affection: [14, 0.00016729601835476315]
alone: [14, 0.00016729601835476315]
wry: [14, 0.00016729601835476315]
wonder: [14, 0.00016729601835476315]
laugh: [14, 0.00016729601835476315]
vividly: [14, 0.00016729601835476315]
spy: [14, 0.00016729601835476315]
pleasures: [14, 0.00016729601835476315]
heartwarming: [14, 0.00016729601835476315]
challenging: [14, 0.00016729601835476315]
stand: [14, 0.00016729601835476315]
fast: [14, 0.00016729601835476315]
remake: [14, 0.00016729601835476315]
most part: [14, 0.058333333333333334]
version of: [14, 0.5185185185185185]
final: [14, 0.00016729601835476315]
an enjoyable: [14, 0.01856763925729443]
odd: [14, 0.00016729601835476315]
worthwhile: [14, 0.00016729601835476315]
universal: [14, 0.00016729601835476315]
latest: [14, 0.00016729601835476315]
mix: [14, 0.00016729601835476315]
success: [14, 0.00016729601835476315]
ii: [14, 0.00016729601835476315]
moment: [14, 0.00016729601835476315]
charming and: [14, 0.3111111111111111]
ends: [14, 0.00016729601835476315]
opera: [14, 0.00016729601835476315]
study of: [14, 0.34146341463414637]
rock: [13, 0.00015534630275799435]
steven: [13, 0.00015534630275799435]
huge: [13, 0.00015534630275799435]
start: [13, 0.00015534630275799435]
hell: [13, 0.00015534630275799435]
worth seeing: [13, 0.18840579710144928]
greatest: [13, 0.00015534630275799435]
imagery: [13, 0.00015534630275799435]
for those: [13, 0.019316493313521546]
master: [13, 0.00015534630275799435]
el: [13, 0.00015534630275799435]
reason: [13, 0.00015534630275799435]
career: [13, 0.00015534630275799435]
playful: [13, 0.00015534630275799435]
loved: [13, 0.00015534630275799435]
chance: [13, 0.00015534630275799435]
still a: [13, 0.10833333333333334]
sports: [13, 0.00015534630275799435]
from his: [13, 0.03724928366762178]
detailed: [13, 0.00015534630275799435]
level of: [13, 0.5]
writer-director: [13, 0.00015534630275799435]
deeper: [13, 0.00015534630275799435]
for this: [13, 0.019316493313521546]
s: [13, 0.00015534630275799435]
teen: [13, 0.00015534630275799435]
left: [13, 0.00015534630275799435]
cliches: [13, 0.00015534630275799435]
but its: [13, 0.016624040920716114]
date: [13, 0.00015534630275799435]
if not: [13, 0.04924242424242424]
moviemaking: [13, 0.00015534630275799435]
video: [13, 0.00015534630275799435]
spare: [13, 0.00015534630275799435]
offer: [13, 0.00015534630275799435]
natural: [13, 0.00015534630275799435]
fully: [13, 0.00015534630275799435]
daring: [13, 0.00015534630275799435]
frame: [13, 0.00015534630275799435]
best films: [13, 0.0783132530120482]
polished: [13, 0.00015534630275799435]
ones: [13, 0.00015534630275799435]
taste: [13, 0.00015534630275799435]
how to: [13, 0.14444444444444443]
presents: [13, 0.00015534630275799435]
musical: [13, 0.00015534630275799435]
remember: [13, 0.00015534630275799435]
movie has: [13, 0.025490196078431372]
williams: [13, 0.00015534630275799435]
holds: [13, 0.00015534630275799435]
meaning: [13, 0.00015534630275799435]
viewer: [13, 0.00015534630275799435]
politics: [13, 0.00015534630275799435]
exploration: [13, 0.00015534630275799435]
sentimental: [13, 0.00015534630275799435]
but not: [13, 0.016624040920716114]
they are: [13, 0.13541666666666666]
respect: [13, 0.00015534630275799435]
an intelligent: [13, 0.017241379310344827]
up in: [13, 0.08441558441558442]
terms: [13, 0.00015534630275799435]
until: [13, 0.00015534630275799435]
performance by: [13, 0.13541666666666666]
off the: [13, 0.22413793103448276]
it's still: [13, 0.02304964539007092]
but this: [13, 0.016624040920716114]
clear: [13, 0.00015534630275799435]
he has: [13, 0.13402061855670103]
up the: [13, 0.08441558441558442]
casting: [13, 0.00015534630275799435]
genuinely: [13, 0.00015534630275799435]
blend of: [13, 0.8666666666666667]
class: [13, 0.00015534630275799435]
much more: [13, 0.08441558441558442]
generally: [13, 0.00015534630275799435]
dazzling: [13, 0.00015534630275799435]
world's: [13, 0.00015534630275799435]
its characters: [13, 0.01859799713876967]
created: [13, 0.00015534630275799435]
by an: [13, 0.034210526315789476]
document: [13, 0.00015534630275799435]
bittersweet: [13, 0.00015534630275799435]
chemistry: [13, 0.00015534630275799435]
company: [13, 0.00015534630275799435]
japanese: [13, 0.00015534630275799435]
as one: [13, 0.01478953356086462]
situation: [13, 0.00015534630275799435]
who are: [13, 0.05263157894736842]
make you: [13, 0.08609271523178808]
robert: [13, 0.00015534630275799435]
sets: [13, 0.00015534630275799435]
an interesting: [13, 0.017241379310344827]
problems: [13, 0.00015534630275799435]
viewing: [13, 0.00015534630275799435]
when the: [13, 0.12149532710280374]
your heart: [13, 0.0962962962962963]
cannot: [12, 0.00014339658716122557]
low-key: [12, 0.00014339658716122557]
question: [12, 0.00014339658716122557]
points: [12, 0.00014339658716122557]
melodramatic: [12, 0.00014339658716122557]
however: [12, 0.00014339658716122557]
film from: [12, 0.014598540145985401]
might be: [12, 0.2]
charisma: [12, 0.00014339658716122557]
martha: [12, 0.00014339658716122557]
even though: [12, 0.06666666666666667]
—: [12, 0.00014339658716122557]
potential: [12, 0.00014339658716122557]
intended: [12, 0.00014339658716122557]
british: [12, 0.00014339658716122557]
son: [12, 0.00014339658716122557]
struggle: [12, 0.00014339658716122557]
constructed: [12, 0.00014339658716122557]
painful: [12, 0.00014339658716122557]
accomplished: [12, 0.00014339658716122557]
iranian: [12, 0.00014339658716122557]
dance: [12, 0.00014339658716122557]
flair: [12, 0.00014339658716122557]
sincere: [12, 0.00014339658716122557]
it's hard: [12, 0.02127659574468085]
enjoyed: [12, 0.00014339658716122557]
execution: [12, 0.00014339658716122557]
try: [12, 0.00014339658716122557]
excitement: [12, 0.00014339658716122557]
feel-good: [12, 0.00014339658716122557]
resonant: [12, 0.00014339658716122557]
story with: [12, 0.046875]
roles: [12, 0.00014339658716122557]
desire: [12, 0.00014339658716122557]
but still: [12, 0.015345268542199489]
theme: [12, 0.00014339658716122557]
marks: [12, 0.00014339658716122557]
spectacular: [12, 0.00014339658716122557]
balance: [12, 0.00014339658716122557]
george: [12, 0.00014339658716122557]
pictures: [12, 0.00014339658716122557]
general: [12, 0.00014339658716122557]
aspects: [12, 0.00014339658716122557]
you will: [12, 0.024291497975708502]
return: [12, 0.00014339658716122557]
count: [12, 0.00014339658716122557]
hand: [12, 0.00014339658716122557]
captivating: [12, 0.00014339658716122557]
clever and: [12, 0.3333333333333333]
well-acted: [12, 0.00014339658716122557]
girls: [12, 0.00014339658716122557]
sides: [12, 0.00014339658716122557]
away from: [12, 0.3333333333333333]
sweet and: [12, 0.23529411764705882]
perspective: [12, 0.00014339658716122557]
equally: [12, 0.00014339658716122557]
forget: [12, 0.00014339658716122557]
lives of: [12, 0.3157894736842105]
accessible: [12, 0.00014339658716122557]
takes a: [12, 0.23076923076923078]
you have: [12, 0.024291497975708502]
depiction: [12, 0.00014339658716122557]
dumb: [12, 0.00014339658716122557]
fat: [12, 0.00014339658716122557]
exploration of: [12, 0.9230769230769231]
with all: [12, 0.013590033975084938]
surreal: [12, 0.00014339658716122557]
society: [12, 0.00014339658716122557]
poetry: [12, 0.00014339658716122557]
liked: [12, 0.00014339658716122557]
vibrant: [12, 0.00014339658716122557]
hour: [12, 0.00014339658716122557]
worth the: [12, 0.17391304347826086]
identity: [12, 0.00014339658716122557]
you feel: [12, 0.024291497975708502]
makes up: [12, 0.08333333333333333]
heart and: [12, 0.13636363636363635]
runs: [12, 0.00014339658716122557]
inspired: [12, 0.00014339658716122557]
or the: [12, 0.06349206349206349]
leaves: [12, 0.00014339658716122557]
skill: [12, 0.00014339658716122557]
faith: [12, 0.00014339658716122557]
delivers a: [12, 0.3]
even more: [12, 0.06666666666666667]
director's: [12, 0.00014339658716122557]
though the: [12, 0.13333333333333333]
oscar: [12, 0.00014339658716122557]
under the: [12, 0.35294117647058826]
than its: [12, 0.0425531914893617]
leads: [12, 0.00014339658716122557]
cast and: [12, 0.13333333333333333]
credit: [12, 0.00014339658716122557]
moving and: [12, 0.18461538461538463]
una: [12, 0.00014339658716122557]
bright: [12, 0.00014339658716122557]
cut: [12, 0.00014339658716122557]
unfolds: [12, 0.00014339658716122557]
one is: [12, 0.03278688524590164]
